P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
Ublcp1	236.437858641243	220.338249964269	203.564201479057	205.48291958345	177.325320852691	175.708972447119	165.658096832078	202.900016272294	195.91012594179	192.879459464824	187.305792777156	187.689909567601	194.980086413958	178.284885833762	176.081248167905
Osi6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tapas	2119.98716066093	2056.49033299984	1709.700507437	1941.89201865887	1937.16737065965	1860.25829544931	1164.60139431195	1313.47018109602	1255.38077092664	1481.37748785688	1708.41009379809	1593.74621486282	1676.21220533738	1783.58254099538	1673.94573258288
botv	109.903836432627	100.821441650317	95.5139948288829	109.800033365202	96.8583685329823	117.676651271923	99.0618770000869	88.3844767852795	91.2361236335414	123.316375723412	80.0581211063649	93.8449547838007	114.059497190774	86.5745536147489	102.51841559998
beta4GalNAcTA	12.2918764431227	12.6861416646094	14.3270992243324	9.41143143130307	17.8815449599352	37.0762051952636	29.1358461764961	22.2882593632444	24.0467302600032	20.5527292872353	19.6368976298631	25.8882633886347	14.6427732880047	18.3420664438027	30.5207496824369
lili	207.515796422131	233.024391628878	214.309525897306	199.208631962582	192.226608319303	269.205489896044	310.504874966659	306.655706411535	275.830141217683	330.424647771706	309.658770317072	338.16544051404	258.945885514189	245.050007689204	294.251330271699
CG2217	22.414598219812	27.375358328894	25.0724236425818	14.1171471469546	25.3321886932415	22.5681249014648	19.9788659495974	15.3712133539617	37.4846089347108	23.7146876391177	15.1053058691255	27.5062798504243	18.4961346795849	19.8094317593069	24.2600830809114
CG1927	1822.81297135955	1826.1367080372	2084.59293714037	1408.57757088503	1451.38539924807	1550.75258251494	1045.56065136226	880.001964514305	1123.12375449662	973.883172379766	865.534026300888	1113.19532571129	1166.79782937048	1135.00707154251	1291.26248656464
nito	343.449488851959	333.178141612637	309.823520726189	338.81153152691	303.986264318898	270.817498817577	278.039217798563	359.686392482703	313.314750152394	252.956668150589	291.532403274121	263.736683271716	289.77277664683	291.272015127587	259.035080638118
Nulp1	2592.86287794342	2309.54547462547	2035.64201479057	1521.51474806066	1390.29012063496	1400.83575281235	1336.08666037932	1521.7501220422	1453.41266718548	1013.4076517783	950.123739167991	1040.38458493076	1241.55304036714	1146.01231140879	1183.26598768832
CG6495	22.414598219812	20.6984416633101	18.5058364980961	1.56857190521718	4.4703862399838	3.2240178430664	3.32981099159956	5.37992467388658	3.53628386176517	3.16195835188236	4.53159176073764	4.854049385369	2.31201683494811	4.40209594651265	3.91291662595344
CG10863	495.290315502298	427.990358263928	536.072295977105	994.474587907691	1017.75793396965	1233.1868249729	1327.76213290032	1186.65767092584	1186.77686400839	1389.6806956523	1386.66707878572	1601.83629717177	1166.02715709217	1174.62593506113	1373.43373570966
CG8042	1368.01354296401	1365.42945811191	1281.08145564239	832.911681670321	926.860080423308	664.147675671678	2029.51979937993	1765.3838537025	1791.48140437024	973.883172379766	796.049619302911	684.420963337029	883.961103228496	843.001373757173	653.457076534225
Pgant3	258.852456861055	204.981341633426	168.940378353587	117.642892891288	137.091844692837	122.512678036523	248.070918874167	190.603045589124	205.10446398238	164.421834297883	148.031997517429	158.565613255387	137.950337818571	139.399704972901	136.16949858318
Tps1	93.996702212115	74.7814666545397	112.825906391618	105.094317649551	128.151072212869	128.960713722656	136.522250655582	139.878041521051	134.378786747076	167.583792649765	122.352977539916	145.62148156107	133.326304148675	122.525003844602	133.039165282417
CG18659	369.47934484916	401.282691601592	335.492906836451	936.437427414655	970.073814076485	902.724996058591	373.771283807051	548.752316736431	440.62096917594	899.577151110531	956.165861515641	813.862280280202	898.603876516501	942.048532553708	831.886074677702
CG10345	2.89220622191123	4.67384166590873	1.19392493536104	0	0	0	0.83245274789989	0	2.1217703170591	0	0	0	0	0	0
CG9631	1.44610311095561	0	0	0	0	0	1.66490549579978	2.30568200309425	0.707256772353034	3.16195835188236	3.02106117382509	3.23603292357933	1.54134455663208	1.46736531550422	1.56516665038138
CG5498	258.129405305577	270.415124956148	265.648298117831	334.105815811259	372.532186665317	575.487184987352	74.0882945630902	56.8734894096581	71.4329340076564	85.3728755008237	78.5475905194523	85.7548724748523	205.769498310382	221.572162641137	320.859163328182
CG8108	1078.79292077289	1101.69124982134	1026.77544441049	624.291618276437	651.186262290974	552.919060085887	1014.75989968997	1231.23418965233	1099.78428100897	1252.13550734541	1283.95099887566	1331.6275480529	917.100011196086	944.249580526964	912.492157172343
Cand1	676.776255927228	642.319383229171	559.950794684326	594.48875207731	621.383687357748	577.099193908885	588.544092765222	795.460291067516	574.292499150664	689.306920710354	592.127990069718	564.687745164594	628.097906827571	593.549270121456	553.286410909817
cert	607.363306601358	641.651691562613	584.426255859227	489.394434427759	523.035190078105	531.962944105955	586.879187269422	613.31141282307	616.727905491846	580.219357570413	629.891254742531	626.172370712601	523.28647697659	563.46828115362	561.112244161724
Nep2	467.814356394141	495.427216586325	398.770928410586	636.840193518174	613.933043624442	688.327809494676	19.9788659495974	17.6768953570559	19.0959328535319	66.4011253895295	99.695018736228	58.248592624428	345.261180685585	350.700310405508	362.336079563289
CG5009	233.545652419332	251.052066625955	197.594576802252	175.680053384324	205.637767039255	212.785177642382	146.511683630381	114.515539487014	166.912598275316	128.059313251235	123.863508126829	139.149415713911	148.739749714995	161.410184705464	170.60316489157
CG5815	198.839177756397	192.962891635375	201.176351608335	186.660056720844	184.775964585997	159.588883231787	197.291301252274	192.140166924521	207.226234299439	240.308834743059	185.795262190243	148.857514484649	208.852187423646	181.219616464771	149.473415111422
GABA-B-R2	2.16915466643342	3.33845833279195	2.38784987072207	3.13714381043436	1.49012874666127	6.44803568613279	1.66490549579978	0.768560667698083	0.707256772353034	1.58097917594118	6.04212234765018	0	2.31201683494811	3.66841328876054	3.13033330076275
mino	546.626975941222	534.153333246712	469.809462064568	650.957340665129	618.403429864426	596.443300967283	118.208290201784	124.506828167089	171.863395681787	208.689251224236	211.474282167756	270.208749118874	421.557736238873	407.19387505242	420.2472456274
PCB	361.525777738904	379.248866605166	363.550142817436	734.091651641639	850.863514343583	917.23307635239	340.473173891055	439.616701923303	403.843617013582	320.938772716059	241.684893906007	273.444782042454	517.121098750062	536.322022816792	577.546493990728
CG6191	825.724876355656	687.054724888583	657.852639383931	668.211631622518	604.992271144474	501.334774596825	494.476932252535	639.442475524805	721.401907800095	687.725941534413	564.938439505292	485.4049385369	663.548831630109	572.272473046645	478.158411691511
CG6230	3918.21637913424	3614.21499108057	2821.84158472581	1924.63772770148	1667.45406751396	1407.28378849848	2947.71518031351	2845.2115918183	3085.76129777629	1716.94338507212	1359.47752822129	1075.98094709013	1782.564979745	1481.30528600151	1203.61315414328
CG7601	60.7363306601358	70.107624988631	72.8294210570232	105.094317649551	110.269527252934	74.1524103905271	79.9154637983894	79.1617487729025	70.7256772353034	52.1723128060589	74.0159987587147	64.7206584715867	77.0672278316038	90.2429669035094	67.3021659663992
CG4757	14.4610311095561	12.018449998051	8.95443701520778	10.9800033365202	13.4111587199514	30.6281695091308	5.82716923529923	0	0	3.16195835188236	0	0	6.93605050484434	6.60314391976898	14.8690831786231
CG8740	801.864175024888	839.956116530455	628.004515999905	1827.38626957801	1883.52273577984	1818.34606348945	866.583310563786	1210.48305162448	935.700709823064	1901.91794865724	2113.23229109065	2035.4647089314	1824.95195505238	1953.79691759387	1867.24381390498
CG5867	107.734681766193	97.482983317525	106.259319247132	197.640060057364	190.736479572642	190.217052740917	122.370553941284	103.755690139241	114.575597121192	181.812605233236	232.621710384532	221.668255265184	185.732019074165	206.898509486095	199.558747923626
Prp4k	308.743014189024	303.132016617509	303.256933581703	261.951508171269	232.460084479158	286.937588032909	365.446756328052	421.939806566247	404.550873785935	373.111085522118	311.169300903984	355.963621593727	310.580928161363	265.593122106263	311.468163425894
CG1688	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
GstE12	1467.07160606447	1462.24474976287	1940.72498242936	2533.24362692574	2644.97852532375	2566.31820308085	3184.96421346498	2464.00550064005	2845.29399517626	3065.51862214995	2892.66607393752	3226.3248248086	2738.9692771352	2707.28900710528	2806.34380413381
MED15	224.14598219812	208.987491632776	227.442700186277	222.737210540839	177.325320852691	175.708972447119	283.033934285963	233.642442980217	261.685005770623	237.146876391177	258.300730362045	221.668255265184	225.036305268283	212.767970748112	192.515497996909
drpr	846.693371464512	766.510033209032	647.704277433362	868.988835490316	1001.36651775637	910.785040666257	954.823301841174	1299.63608907746	1000.06107610719	1261.62138240106	1389.68813995954	1284.705070661	1041.94892028328	1168.02279114136	1063.53073893415
Kank	373.817654182026	295.119716618808	222.667000444833	266.65722388692	298.025749332253	216.009195485449	432.042976160043	537.992467388658	434.255658224763	257.699605678412	312.679831490897	266.972716195295	256.633868679241	298.608841705108	233.992414232016
CG17712	183.655095091363	184.282899970116	154.613279129254	144.30861527998	187.75622207932	146.692811859521	175.647529806877	156.017815542711	169.741625364728	169.164771825706	90.6318352147527	155.329580331808	153.363783384892	136.464974341892	146.343081810659
cindr	392.616994624449	439.341116595421	371.310654897282	627.428762086871	672.048064744231	651.251604299412	898.216514983981	1202.7974449475	826.075910108344	1014.98863095424	1190.29810248709	1056.56474954865	803.040514005312	909.032812954863	827.190574726558
CG2790	260.298559972011	231.689008295761	258.484748505664	236.854357687794	250.341629439093	274.041516660644	186.469415529575	219.039790293954	154.889233145314	219.756105455824	179.753139842593	281.534864351402	223.494960711651	210.566922774855	269.208663865597
CG8230	4330.35576575659	3886.63319103639	3526.8542590565	2696.37510506833	2415.49869833791	2192.33213328515	3564.56266650733	3719.06507099102	3696.12389231696	2336.68722204106	2089.06380170005	1935.14768830044	2463.83927377637	2203.98270388734	2000.2829791874
morgue	107.734681766193	119.516808313952	131.331742889714	111.36860527042	110.269527252934	114.452633428857	152.33885286568	107.598493477732	140.036840925901	105.925604788059	117.821385779179	93.8449547838007	106.352774407613	111.519763978321	100.953248949599
Dic1	1214.72661320272	1246.58034146451	1348.53821449029	1477.59473471458	1414.13218058154	1673.26526055146	907.37349521088	792.386048396723	969.64903489601	905.901067814296	818.707578106599	922.26938322011	1167.5685016488	1093.92084270839	1258.39398690663
LManII	237.160910196721	228.350549962969	170.731265756628	210.188635299102	299.515878078915	262.757454209911	801.651996227594	1067.53076743264	803.443693393047	1471.89161280124	1498.44634221724	1482.10307899933	820.765976406581	875.283410698266	844.407407880753
OXA1L	105.56552709976	86.7999166525907	108.050206650174	111.36860527042	95.3682397863211	111.228615585791	230.58941116827	176.768953570559	228.44393747003	316.195835188236	231.111179797619	202.252057723708	208.852187423646	159.209136732208	151.821165086994
Ythdc1	456.245531506496	549.510241577555	463.839837387763	574.097317309487	619.893558611087	498.110756753758	304.67770573136	391.197379858324	394.649278972993	498.008440421471	525.664644245566	436.86444468321	524.827821533222	560.533550522611	453.115745285409
CG5808	99.0580631004596	96.8152916509666	81.783858072231	117.642892891288	104.309012266289	117.676651271923	72.4233890672904	108.36705414543	83.456299137658	94.8587505564707	96.6739575624029	118.115201710646	104.040757572665	98.3134761387826	114.257165477841
eIF3j	1871.98047713204	1933.6350663531	1783.12689096171	1433.6747213685	1370.91844692837	1478.21218104594	2227.64355338011	1927.55015458679	2054.58092368556	1543.03567571859	1385.1565481988	1422.23646991312	1456.57060601731	1347.77504229062	1405.51965204248
Acf	221.976827531687	197.636733301283	162.373791209101	247.834361024314	208.618024532577	228.905266857714	131.527534168183	136.803798850259	140.744097698254	151.774000890353	182.774201016418	153.711563870018	195.750758692274	191.4911736733	185.472248070193
jdp	172.809321759196	185.618283303232	197.594576802252	150.582902900849	105.79914101295	238.577320386913	290.526009017062	261.310627017348	297.755101160627	238.727855567118	232.621710384532	194.16197541476	190.356052744061	165.078597994225	209.732331151105
htt	923.33683634516	839.288424863896	721.727623425747	1033.68888553812	1008.81716148968	738.300086062205	776.678413790597	1083.6705414543	877.705654490115	1111.42836068665	1007.52390147067	799.300132124095	1049.65564306644	986.069492018834	745.019325581536
glob1	71.5821039923029	62.7630166564887	79.3960082015089	144.30861527998	162.424033386078	190.217052740917	174.815077058977	146.795087530334	209.348004616498	240.308834743059	252.258608014395	346.255522822989	188.044035909113	202.496413539582	259.817663963309
blot	2642.03038371591	2370.97310794884	1897.14672228869	1719.15480811803	2066.80857161918	1857.03427760624	1446.80287585001	2095.09638014497	1575.06083203021	1634.73246792318	1555.84650451992	1556.53183624166	1641.53195281316	1773.31098378685	1654.38114945312
Aasdh	130.872331541483	179.609058304207	163.567716144462	216.462922919971	169.874677119384	114.452633428857	119.873195697584	106.829932810033	149.938435738843	148.612042538471	111.779263431528	113.261152325277	178.795968569321	137.932339657396	110.344248851887
SMC2	33.2603715519791	25.3722833292188	34.0268606577895	62.7428762086871	62.5854073597732	83.8244639197263	70.7584835714906	92.995840791468	60.1168256500079	96.4397297324119	107.247671670791	97.08098770738	77.8379001099199	82.9061403259883	87.6493324213571
Prp18	73.7512586587363	58.7568666571383	78.7990457338284	79.9971671660761	96.8583685329823	75.7644193120603	55.7743341092926	59.9477320804505	57.2877985605958	53.7532919820001	61.9317540634143	66.3386749333763	65.5071436568633	77.7703617217235	68.8673326167806
NP15.6	1033.24067277779	962.811383177198	1112.73803975649	933.300283604221	895.567376743421	1018.78963840898	950.661038101674	750.883772341027	927.213628554828	758.870004451766	682.75982528447	891.527070446106	828.472699189741	772.567838612971	925.796073700585
Mtch	1639.88092782367	1496.96471642391	1603.44118818987	1267.40609941548	1215.94505727559	1279.93508369736	889.891987504982	816.211429095364	899.630614433059	747.803150220178	696.354600566683	728.10740780535	987.231188522845	936.912753949443	973.533656537217
Hey	1.44610311095561	0	0	0	0	0	0.83245274789989	0	0	0	0	0	0	0	0
GV1	5.06136088834465	9.34768333181746	7.16354961216622	3.13714381043436	0	1.6120089215332	24.9735824369967	13.0655313508674	149.938435738843	1.58097917594118	7.55265293456273	0	2.31201683494811	3.66841328876054	0.782583325190689
Dp1	18883.9374744139	18578.5206219872	15323.4295828912	13786.1784749538	12369.5587260352	9659.15745782692	10652.065362127	12582.1066908853	11782.8978274015	11664.464360094	11111.4629973287	7889.44826768642	12459.4587235354	11487.2693724248	8505.1155781724
Dgp-1	1574.08323627519	1454.90014143073	1307.94476668802	1212.50608273288	1192.10299732901	1263.81499448203	1209.55384269854	1287.33911839429	1231.33404066663	1217.35396547471	1270.35622359345	1184.38805003004	1189.14732544165	1203.97324137121	1186.39632098908
CstF64	226.315136864554	235.027466628553	217.294338235709	131.760040038243	138.581973439498	137.020758330322	270.547143067464	189.834484921426	203.689950437674	181.812605233236	216.005873928494	200.634041261919	153.363783384892	173.149107229498	163.559914964854
CAH2	71.5821039923029	58.7568666571383	62.6810591064544	10.9800033365202	62.5854073597732	67.7043747043943	3.32981099159956	12.2969706831693	7.77982449588337	20.5527292872353	46.8264481942889	27.5062798504243	15.4134455663208	53.558834015904	46.1724161862506
CAH1	1015.88743544632	1224.54651646809	1495.98794400738	1392.89185183285	1557.18454026102	1586.21677878867	1395.19080548022	1494.85049867277	1207.28731040663	2738.25593273012	2925.8977468496	2883.30533490919	2019.16136918802	2187.84168541679	2164.62547747745
Tsp96F	104.842475544282	130.199874978886	113.422868859298	75.2914514504245	117.72017098624	82.2124549981931	248.070918874167	352.76934647342	271.586600583565	300.386043428824	412.374850227125	446.572543453948	183.420002239217	258.256295528742	255.904747337355
CG9776	1902.34864246211	1879.55204136187	1884.6105104674	1559.16047378587	1429.03346804815	1173.54249487617	1328.59458564822	1441.0512519339	1457.6562078196	1282.1741116883	1031.69239086127	1017.7323544657	1391.06346236045	1204.70692402896	1061.96557228376
Nup107	370.925447960115	345.196591610688	374.892429703365	423.514414408638	393.393989118574	422.346337441698	293.855820008661	317.415555759308	280.780938624155	354.139335410824	285.490280926471	310.659160663616	380.712105488123	332.358243961705	355.292829636573
Cpsf100	185.824249757796	172.932141638623	171.925190691989	136.465755753894	189.246350825981	195.053079505517	206.448281479173	235.948124983311	184.594017584142	207.108272048294	205.432159820106	199.016024800129	168.006556672896	192.958538988805	190.950331346528
Pol31	31.8142684410235	28.7107416620108	47.7569974144415	61.1743043034699	32.7828324265479	20.9561159799316	43.2875428907943	49.1878827326773	39.6063792517699	28.4576251669412	25.6790199775133	25.8882633886347	43.9283198640142	28.6136236523323	22.69491643053
NimB1	0	1.33538333311678	0.596962467680518	6.27428762086871	1.49012874666127	4.8360267645996	0	0	2.1217703170591	0	0	1.61801646178967	3.08268911326415	0.733682657752109	3.13033330076275
MP1	19.5223919979008	6.00922499902551	10.7453244182493	17.254290957389	25.3321886932415	41.9122319598632	173.982624311077	118.358342825505	167.619855047669	74.3060212692354	101.205549323141	84.1368560130627	44.6989921423302	61.6293432511772	61.0414993648737
Akap200	1349.93725407707	1366.09714977847	1150.94363768804	1236.03466131114	1376.87896191501	1223.5147714437	1714.02020792587	1860.68537649706	1742.68068707788	788.908608794648	898.765699212964	901.235169216844	991.855222192741	1114.46395712545	1029.87965595095
ppl	82.42787732447	109.501433315576	86.5595578136752	98.8200300286822	98.3484972796436	125.736695879589	71.5909363193905	36.1223513818099	67.1893933735382	107.506583964	98.1844881493154	87.372888936642	100.958068459401	96.1124281655263	103.300998925171
msps	924.059887900638	780.531558206758	632.780215741349	853.303116438145	1092.26437130271	930.129147724655	1277.81496802633	1801.50620508431	1423.70788274666	1688.48575990518	1694.81531851588	1627.7245605604	1242.32371264545	1360.98133013016	1238.82940377686
msb1l	0	0	1.19392493536104	0	0	0	0	0	0	1.58097917594118	0	0	0.770672278316038	0	0
MBD-like	119.303506653838	86.7999166525907	119.392493536104	90.9771705025963	59.6051498664507	90.2724996058591	98.229424252187	76.0875061021102	115.282853893545	123.316375723412	105.737141083878	63.102642009797	104.811429850981	80.705092352732	74.3454158931154
MTA1-like	719.436297700418	773.854641541174	598.156392615879	541.157307299926	482.80171391825	399.778212540233	396.247508000348	478.044735308207	392.527508655934	387.339898105589	320.23248442546	281.534864351402	454.696644206463	393.25390455513	330.250163230471
kek3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jbug	2477.89768062245	2688.79434123064	2184.28566924302	2668.14081077442	2920.65234345608	2326.12887377241	1495.9175879761	2216.52896564127	1802.09025595553	1683.74282237736	1821.69988781653	1419.00043698954	2131.67952182216	2322.83929444318	1815.5933144424
isopeptidase-T-3	28.1990106636345	31.3815083282443	27.4602735133038	23.5285785782577	14.9012874666127	24.180133822998	9.15698022689879	39.1965940526022	18.3886760811789	6.32391670376472	16.615836456038	14.562148156107	14.6427732880047	15.4073358127943	18.7819998045765
Hug	0	0	0	0	0	0	0	0	1.41451354470607	0	0	0	0	0	0
heix	3365.80499074919	3546.11044109161	3772.80279574088	6192.72188179742	5924.7518967252	5711.34760899212	5156.21232049192	5713.48000366755	4363.06702864587	3530.32649987665	3567.87324628743	3625.97489087064	4763.52535227143	4650.08068483287	4526.46195290294
fan	2.16915466643342	8.67999166525907	3.58177480608311	10.9800033365202	1.49012874666127	1.6120089215332	7.49207473109901	2.30568200309425	9.90159481294248	9.48587505564707	6.04212234765018	6.47206584715867	10.0187396181085	3.66841328876054	3.91291662595344
fal	39.7678355512794	52.7476416581128	56.1144719619687	50.1943009669497	46.1939911464993	59.6443300967283	35.7954681596953	29.2053053725271	28.9975276664744	22.1337084631765	22.6579588036882	30.7423127740037	35.4509248025378	33.749402256597	43.8246662106786
Decay	0	0	0.596962467680518	0	0	3.2240178430664	1.66490549579978	0	1.41451354470607	1.58097917594118	0	0	0.770672278316038	0	1.56516665038138
cyp33	127.980125319572	125.526033312977	139.092254969561	79.9971671660761	77.4866948263859	78.9884371551267	64.0988615882915	40.7337153879984	57.2877985605958	69.5630837414119	78.5475905194523	101.935037092749	73.2138664400236	76.3029964062193	87.6493324213571
chm	72.3051555477807	84.7968416529155	65.665871444857	54.9000166826012	52.1545061331443	69.3163836259275	64.0988615882915	59.1791714127524	68.6039069182443	41.1054585744707	83.07918228019	53.394543239059	47.0110089772783	66.0314391976898	59.4763327144923
CG17834	394.786149290883	367.898108273673	447.721850760389	389.00583249386	458.95965397167	531.962944105955	255.562993605266	295.127296396064	323.216344965337	363.625210466471	380.653707901961	522.619317158062	368.381349035066	410.862288341181	511.02691134952
Taf10	289.943673746601	284.436649953874	333.105056965729	216.462922919971	265.242916905705	306.281695091308	444.529767378541	306.655706411535	454.766104623001	298.805064252883	324.764076186197	354.345605131937	252.009835009345	288.337284496579	320.076580002992
Serinc	535.781202609055	598.919424902876	562.338644555048	771.737377366851	873.215445543502	1189.6625840915	539.429380639129	544.140952730242	495.079740647124	831.59504654506	950.123739167991	1134.22953971456	784.544379325727	891.424429168812	1126.1374049494
Syt4	24.5837528862454	32.0491999948027	33.429898190109	28.2342942939092	31.2927036798866	19.3441070583984	24.1411296890968	39.1965940526022	36.0700953900047	12.6478334075294	10.5737141083878	29.124296312214	20.037479236217	20.5431144170591	23.4774997557207
Sin	82.42787732447	97.482983317525	112.825906391618	101.957173839117	50.6643773864831	104.780579899658	82.4128220420891	55.336368074262	103.259488763543	77.4679796211178	80.0581211063649	61.4846255480073	87.8566397280284	63.8303912244335	80.6060824946409
Drep4	138.825898651739	118.849116647393	151.628466790852	117.642892891288	119.210299732901	166.036918917919	96.5645187563872	133.729556179466	91.2361236335414	135.964209130941	146.521466930517	197.398008338339	124.078236808882	129.861830422123	176.081248167905
Drep3	0	0	0	0	0	0	0.83245274789989	0	0	0	3.02106117382509	0	0	1.46736531550422	0
Drep2	0.723051555477807	8.67999166525907	2.98481233840259	6.27428762086871	2.98025749332253	27.4041516660644	13.3192439663982	33.0481087110176	33.9483250729456	7.9048958797059	15.1053058691255	14.562148156107	6.93605050484434	8.80419189302531	20.3471664549579
Pk34A	0	0	0	0	0	0	1.66490549579978	0	1.41451354470607	0	0	0	0	0	0
Nxt1	83.1509288799478	96.1475999844082	111.035018988576	108.231461459985	111.759655999595	130.572722644189	30.8007516722959	13.8340920185655	31.8265547558865	39.5244793985295	49.847509368114	58.248592624428	72.4431941617076	79.2377270372278	91.5622490473106
Mst33A	13.0149279986005	24.7045916626604	26.8633110456233	12.5485752417374	17.8815449599352	9.67205352919919	87.4075385294884	63.7905354189409	103.259488763543	50.5913336301177	84.5897128671025	76.0467737041143	30.8268911326415	49.8904207271434	41.4769162351065
Lk	11.5688248876449	8.67999166525907	9.55139948288829	10.9800033365202	13.4111587199514	4.8360267645996	10.8218857226986	6.91704600928274	4.95079740647124	7.9048958797059	7.55265293456273	14.562148156107	9.24806733979246	10.2715572085295	9.39099990228826
GluRIID	26.0298559972011	35.3876583275947	51.3387722205246	29.8028661991264	37.2532186665317	32.240178430664	8.3245274789989	19.9825773601501	13.4378786747076	22.1337084631765	52.8685705419391	35.5963621593727	25.4321851844293	44.0209594651265	32.8684996580089
JhI-26	1174.23572609596	1013.55594983564	925.291824904803	1610.92334665804	1929.71672692634	2832.29967513383	2092.78620822032	1854.53689115547	1836.74583780083	939.10163050906	1280.92993770184	1917.34950722076	1249.2597631503	1572.28193556277	2302.36014271101
JhI-21	888.630361682225	834.614583197988	838.732267091128	559.980170162532	545.387121278024	512.618837047557	901.546325975581	743.966726331744	904.581411839531	731.993358460766	628.380724155619	597.048074400387	631.951268219151	573.739838362149	537.634744406003
RNaseZ	183.655095091363	184.282899970116	240.575874475249	127.054324322591	134.111587199514	180.544999211718	90.737349521088	89.9215981206757	89.8216100888353	93.2777713805296	80.0581211063649	105.171070016328	107.894118964245	104.916620058552	138.517248558752
Ilk	446.122809729807	531.482566580479	476.973011676734	478.414431091239	579.660082451233	527.126917341356	605.19314772322	508.787162016131	543.880457939483	559.666628283177	519.622521897915	545.271547623118	507.873031410269	537.789388132296	519.635327926617
I-2	281.990106636345	232.35669996232	239.978912007568	200.777203867799	242.890985705787	224.069240093115	176.479982554777	202.131455604596	178.935963405318	197.622396992647	285.490280926471	161.801646178967	194.980086413958	258.256295528742	187.037414720575
He	0	0	0	1.56857190521718	0	0	0	0	1.41451354470607	0	0	3.23603292357933	0.770672278316038	0	1.56516665038138
Ercc1	23.1376497752898	20.0307499967517	20.8936863688181	37.6457257252123	19.3716737065965	33.8521873521972	34.1305626638955	23.0568200309425	31.1192979835335	12.6478334075294	21.1474282167756	17.7981810796863	24.6615129061132	19.8094317593069	25.042666406102
ECSIT	124.364867542183	140.88294164382	138.49529250188	95.6828862182478	163.914162132739	146.692811859521	83.245274789989	74.550384766714	86.2853262270702	104.344625612118	67.9738764110645	69.5747078569557	97.8753793461369	113.720811951577	104.866165575552
CG11070	538.673408830966	579.556366572683	453.691475437194	426.651558219072	454.489267731686	351.417944894237	619.344844437518	604.857245478391	607.533567451256	426.864377504118	398.780074944912	386.70593436773	417.704374847293	417.46543226095	357.640579612145
rtet	54.2288666608355	61.4276333233719	62.0840966387739	51.7628728721669	73.0163085864021	72.5404014689939	39.9577318991947	33.0481087110176	40.3136360241229	30.0386043428824	42.2948564335513	37.2143786211623	40.074958472434	56.4935646469124	53.2156661129668
Nab2	501.797779501598	440.008808261979	370.116729961921	352.928678673865	423.1965640518	394.942185775634	349.630154117954	430.393973910926	384.747684160051	347.815418707059	277.937627991908	283.152880813192	342.949163850637	343.363483827987	328.684996580089
Non1	3071.52300766973	2748.88659122089	3504.76664775232	4478.27278939504	4564.26435102346	4974.65953185145	2032.84961037153	3510.78513004484	1835.33132425612	8002.91658861425	7897.05390837879	8162.89304972887	6101.41242742808	6082.96291542274	6363.18501712549
Hrd3	1751.23086736725	1479.60473309339	1269.73916875646	729.385935925988	666.087549757586	523.902899498289	1153.77950858925	1178.20350358116	1109.68587582191	616.58187861706	580.043745374417	472.460806842583	658.924797960213	609.690288592003	482.853911642655
Usp1	308.743014189024	301.796633284392	281.169322277524	313.714381043436	299.515878078915	219.233213328515	253.065635361567	328.175405107081	241.174559372385	254.53764732653	228.090118623794	250.792551577398	278.21269247209	258.256295528742	227.73174763049
Mtpalpha	2284.11986375439	2227.41939963879	1785.51474083243	1745.82053050672	1649.57252255402	1981.1589645643	2111.10016867412	2041.29713340611	1968.29559745849	1639.475405451	1527.14642336858	1533.8796057766	1656.94539837948	1553.93986911897	1703.68389894013
CG4341	52.7827635498799	72.1106999883061	63.2780215741349	58.0371604930356	46.1939911464993	61.2563390182615	0	0	1.41451354470607	1.58097917594118	4.53159176073764	3.23603292357933	29.2855465760095	24.9452103635717	31.3033330076276
bdl	69.4129493258695	79.4553083204484	57.9053593650103	76.8600233556417	68.5459223464183	78.9884371551267	14.984149462198	26.1310627017348	21.9249599429441	71.1440629173531	46.8264481942889	38.832395082952	72.4431941617076	56.4935646469124	57.1285827389203
Ack	441.061448841462	458.704174925614	324.747582418202	345.085819147779	377.0025729053	317.56575754204	181.474699042176	259.773505681952	210.055261388851	219.756105455824	232.621710384532	194.16197541476	276.671347915458	298.608841705108	248.078914085448
f-cup	266.806023971311	288.442799953224	235.203212266124	326.262956285173	315.907294292189	249.861382837646	204.783375983373	270.533355029725	195.202869169437	281.41429331753	300.595586795596	386.70593436773	297.479499429991	301.543572336117	308.337830125131
CG31705	866.215763462413	973.494449842133	888.877114376292	897.223129784226	1229.35621599555	1089.71803095644	1217.04591742964	1714.65884963442	1199.50748591075	1342.25132037406	1590.58870801891	1697.29926841736	1095.12530748709	1377.85603125846	1349.95623595394
CG6424	524.935429276888	603.593266568785	556.965982345924	950.55457456161	903.018020476728	815.676514295798	784.170488521696	1069.06788876803	765.251827685983	856.890713360119	1025.65026851362	1061.41879893402	884.731775506812	942.78221521146	909.36182387158
