P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3	F1_1	F1_2	F1_3
CG13175	70.1360008813473	68.7722416555142	84.7686704106336	84.7028828817276	67.055793599757	61.2563390182615	42.4550901428944	33.8166693787156	34.6555818452987	42.6864377504118	33.231672912076	45.3044609301107	62.4244545435991	49.1567380693913	51.6504994625855
Cyp6t3	0	0.66769166655839	1.79088740304155	1.56857190521718	1.49012874666127	4.8360267645996	0.83245274789989	4.6113640061885	1.41451354470607	1.58097917594118	3.02106117382509	0	1.54134455663208	2.20104797325633	2.34774997557207
CG8858	722.32850392233	633.639391563912	543.832808056952	541.157307299926	707.811154664102	567.427140379686	527.77504216853	782.394759716648	569.341701744192	488.522565365824	524.154113658653	469.224773919003	504.019670018689	603.087144672234	502.418494772422
CG13171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG8854	15.184082665034	12.018449998051	15.5210241596935	1.56857190521718	11.9210299732901	0	7.49207473109901	4.6113640061885	9.90159481294248	17.390770935353	27.1895505644258	9.708098770738	9.24806733979246	19.0757491015548	4.69549995114413
CG13170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG13168	0.723051555477807	4.67384166590873	0	0	0	0	6.65962198319912	0	0	0	0	0	0	0	0
Vha36-2	10.1227217766893	6.00922499902551	3.58177480608311	0	0	0	3.32981099159956	0	0	1.58097917594118	0	0	0.770672278316038	0	0
CG8850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG17739	26.7529075526789	55.4184083243464	23.2815362395402	51.7628728721669	53.6446348798056	35.4641962737304	16.6490549579978	15.3712133539617	19.803189625885	31.6195835188236	18.1263670429505	19.416197541476	40.84563075075	35.2167675721012	26.6078330564834
mIF3	65.0746399930027	57.4214833240215	60.2932092357323	45.4885852512982	47.6841198931605	72.5404014689939	71.5909363193905	50.7250040680735	77.7982449588337	41.1054585744707	43.8053870204638	51.7765267772693	42.3869753073821	44.7546421228786	60.258916039683
CG8841	308.019962633546	295.787408285367	236.397137201485	203.914347678233	266.733045652367	193.441070583984	337.143362899455	356.61214981191	355.042899721223	259.280584854353	279.448158578821	234.612386959502	226.577649824915	267.060487421768	207.384581175533
Den1	205.346641755697	178.27367497109	216.100413300348	172.54290957389	165.404290879401	220.845222250048	67.4286725798911	68.4018994251294	69.3111636905973	72.7250420932942	102.716079910053	97.08098770738	120.224875417302	131.329195737628	154.168915062566
CG8839	1023.84100255658	876.679158191166	1006.47872050935	1736.40909907542	1724.07895988709	1819.95807241098	2578.93861299386	2872.11121518774	2240.58945481441	2093.21642894612	2353.40665440975	2776.51624843107	1873.50430858629	1991.94841579698	2226.44956016751
CG13155	11.5688248876449	10.0153749983759	11.3422868859298	20.3914347678233	7.45064373330633	8.06004460766599	2.49735824369967	0.768560667698083	3.53628386176517	22.1337084631765	19.6368976298631	16.1801646178967	20.808151514533	13.206287839538	11.7387498778603
CG8501	0.723051555477807	3.33845833279195	1.19392493536104	6.27428762086871	4.4703862399838	3.2240178430664	1.66490549579978	0	1.41451354470607	0	0	1.61801646178967	3.08268911326415	2.20104797325633	2.34774997557207
Cpr49Ac	0	0	0	0	0	1.6120089215332	0	0	0	0	0	0	0	0	0.782583325190689
Cpr49Ad	0.723051555477807	1.33538333311678	2.38784987072207	0	2.98025749332253	0	0	0	0	0	0	0	0	1.46736531550422	0
Or49a	2.16915466643342	0.66769166655839	0	0	0	0	1.66490549579978	0.768560667698083	0	0	0	3.23603292357933	0	0	1.56516665038138
Cpr49Ae	20.9684951088564	6.6769166655839	8.35747454752726	47.0571571565153	10.4309012266289	11.2840624507324	26.6384879327965	26.1310627017348	43.1426631135351	52.1723128060589	1.51053058691255	6.47206584715867	48.5523535339104	5.86946126201687	8.60841657709758
Cpr49Af	0	0	0	0	0	0	1.66490549579978	0	0.707256772353034	0	0	0	0	0	0
Cpr49Ag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpr49Ah	0.723051555477807	0	0.596962467680518	6.27428762086871	2.98025749332253	3.2240178430664	40.7901846470946	21.5196986955463	49.5079740647124	39.5244793985295	57.4001623026767	72.810740780535	22.3494960711651	29.3473063100844	36.7814162839624
CG13157	14.4610311095561	17.3599833305181	19.1027989657766	20.3914347678233	28.3124461865641	61.2563390182615	94.0671605126876	58.4106107450543	72.1401907800095	167.583792649765	181.263670429505	208.724123570867	91.7100011196086	101.981889427543	130.691415306845
CG8834	349.233901295781	349.202741610038	449.51273816343	1402.30328326416	1752.39140607365	1911.84258093837	23.3086769411969	0	1.41451354470607	0	1.51053058691255	1.61801646178967	688.981016814538	863.544488174232	928.926407001348
CG8520	339.111179519092	391.935008269775	417.873727376363	600.763039698179	707.811154664102	752.808166356004	290.526009017062	222.114032964746	327.459885599455	259.280584854353	178.24260925568	200.634041261919	421.557736238873	435.073816047001	462.506745187697
Dera	56.398021327269	56.0860999909048	70.4415711863012	45.4885852512982	70.0360510930795	27.4041516660644	61.6015033445919	66.8647780897332	68.6039069182443	53.7532919820001	67.9738764110645	85.7548724748523	48.5523535339104	67.498804513194	54.7808327633482
CG13154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup54	167.024909315373	189.624433302583	223.860925380194	167.837193858238	156.463518399433	119.288660193457	284.698839781762	251.319338337273	306.242182428864	219.756105455824	243.19542449292	223.286271726974	189.585380465745	195.159586962061	165.907664940426
DUBAI	489.505903058476	529.479491580803	459.064137646319	509.785869195583	581.150211197894	512.618837047557	402.074677235647	399.651547203003	367.066264851225	362.04423129053	318.721953838547	360.817670979096	426.952442187085	440.943277309018	423.377578928163
Dyb	151.117775094862	156.239849974663	111.035018988576	119.211464796505	177.325320852691	137.020758330322	127.365270428683	154.480694207315	145.694895104725	166.002813473824	193.347915124806	176.363794335074	139.491682375203	181.219616464771	151.821165086994
dgt5	0	0	0	0	0	0	2.49735824369967	4.6113640061885	0.707256772353034	4.74293752782354	1.51053058691255	6.47206584715867	2.31201683494811	0.733682657752109	3.13033330076275
CG8545	323.927096854058	405.288841600943	497.866698045552	445.474421081678	360.611156692027	309.505712934374	343.802984882655	325.869723103987	346.555818452987	502.751377949295	391.227422010349	310.659160663616	463.944711546255	367.575011533807	300.511996873224
Nepl10	1.44610311095561	2.00307499967517	1.19392493536104	6.27428762086871	5.96051498664507	3.2240178430664	11.6543384705985	30.7424267079233	19.803189625885	3.16195835188236	15.1053058691255	1.61801646178967	4.62403366989623	10.2715572085295	2.34774997557207
CG13151	54.9519182163134	64.0983999896054	58.5023218326908	51.7628728721669	64.0755361064345	56.4203122536619	72.4233890672904	77.6246274375063	79.2127585035398	64.8201462135883	69.4844069979771	64.7206584715867	57.0297485953868	65.2977565399377	58.6937493893017
CG8818	740.404792809275	676.371658223649	684.118987961874	708.994501158164	643.735618557667	651.251604299412	391.252791512948	397.345865199909	410.20892796476	569.152503338824	507.538277202615	600.284107323966	625.785889992623	563.46828115362	606.502077022784
CG8569	138.102847096261	107.498358315901	71.0385336539817	138.034327659112	90.8978535463373	151.528838624121	37.460373655495	39.9651547203003	49.5079740647124	49.0103544541766	54.3791011288516	53.394543239059	91.7100011196086	71.1672178019546	99.3880822992175
Cyp301a1	2.89220622191123	1.33538333311678	2.98481233840259	7.84285952608589	1.49012874666127	0	2.49735824369967	0	27.5830141217683	0	3.02106117382509	1.61801646178967	3.85336139158019	2.20104797325633	0.782583325190689
Ak6	38.3217324403238	46.0707249925289	77.6051207984674	53.331444777384	70.0360510930795	74.1524103905271	62.4339560924917	28.4367447048291	55.1660282435367	60.0772086857648	58.9106928895893	90.6089218602213	55.4884040387548	63.0967085666814	79.8234991694503
ClC-b	2438.12984507117	2503.84374959396	2347.85338538748	2558.34077740922	3039.86264318898	2966.09641562109	2406.62089417858	2424.04034591975	1977.48993549908	1144.62892338141	1161.59802133575	1208.65829695688	1814.93321543427	2060.91458562567	2024.54306226831
CG17760	14.4610311095561	12.018449998051	18.5058364980961	17.254290957389	7.45064373330633	8.06004460766599	2.49735824369967	4.6113640061885	4.2435406341182	7.9048958797059	1.51053058691255	3.23603292357933	12.3307564530566	4.40209594651265	5.47808327633482
muskelin	60.013279104658	62.0953249899303	75.2172709277453	70.585735734773	70.0360510930795	103.168570978125	100.726782495887	89.1530374529776	96.1869210400126	82.2109171489413	92.1423658016652	72.810740780535	74.7552109966557	79.2377270372278	85.3015824457851
CG8785	39.0447839958016	32.0491999948027	36.4147105285116	119.211464796505	116.230042239579	148.304820781054	1613.29342542999	2130.45017085909	1548.18507468079	1898.75599030536	2232.56420745674	2415.69857745197	984.148499409581	1141.61021546228	1240.39457042724
CG8778	197.393074645441	196.301349968167	193.415839528488	363.908682010385	348.690126718736	461.034551558495	144.014325386681	173.694710899767	152.060206055902	192.879459464824	217.516404515406	226.522304650553	272.817986523878	277.332044630297	333.380496531233
ZnT49B	245.114477306977	214.996716631802	185.655327448641	274.500083413006	230.969955732496	277.26553450371	313.002233210359	286.673129051385	257.441465136504	205.527292872353	276.427097404996	249.174535115609	235.055044886392	247.984738320213	255.122164012165
CG8646	74.4743102142142	40.7291916600618	38.2055979315532	29.8028661991264	19.3716737065965	29.0161605875976	48.2822593781936	64.5590960866389	61.531339194714	61.658187861706	86.1002434540151	77.664790165904	44.6989921423302	51.3577860426476	51.6504994625855
Nup188	699.19085414704	620.953249899303	623.825778726142	867.420263585099	853.843771836906	680.26776488701	386.258075025549	485.730341985188	407.379900875348	678.240066478766	728.075742891847	577.631876858911	756.80017730635	774.035203928475	609.632410323547
CG13148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG8768	111.349939543582	111.504508315251	120.586418471465	109.800033365202	73.0163085864021	114.452633428857	79.0830110504895	87.6159161175814	91.9433804058944	79.048958797059	102.716079910053	79.2828066276937	92.4806733979246	85.8408709569968	93.9099990228826
wuc	0	0	0	0	1.49012874666127	0	0	0	0	0	0	0	0	0.733682657752109	0
Mos	4.33830933286684	2.67076666623356	0	0	1.49012874666127	0	2.49735824369967	0	0	0	0	1.61801646178967	0	0.733682657752109	0.782583325190689
CG12374	2.89220622191123	1.33538333311678	0	0	0	0	0.83245274789989	0	0	0	0	1.61801646178967	0	0	0.782583325190689
Cyp9h1	9.3996702212115	9.34768333181746	5.37266220912466	3.13714381043436	5.96051498664507	6.44803568613279	7.49207473109901	6.14848534158466	6.36531095117731	14.2288125834706	12.0842446953004	8.09008230894833	8.47739506147642	8.80419189302531	7.0432499267162
CG17574	248.729735084366	245.042841626929	258.484748505664	354.497250579082	354.650641705382	362.70200734497	395.415055252448	373.520484501268	357.164670038282	238.727855567118	288.511342100296	310.659160663616	290.543448925146	314.749860175655	326.337246604517
Balat	1.44610311095561	0.66769166655839	0	1.56857190521718	0	0	1.66490549579978	0.768560667698083	0	0	0	0	0.770672278316038	0	0
CG13319	40.4908871067572	37.3907333272698	31.042048319387	67.4485919243386	49.1742486398218	51.5842854890624	69.0935780756909	28.4367447048291	56.5805417882427	98.0207089083531	51.3580399550265	95.4629712455903	80.920589223184	49.1567380693913	71.2150825923527
sug	5.06136088834465	1.33538333311678	8.95443701520778	1.56857190521718	16.3914162132739	1.6120089215332	4.16226373949945	4.6113640061885	8.48708126823641	1.58097917594118	0	1.61801646178967	1.54134455663208	8.0705092352732	1.56516665038138
CG17019	215.469363532387	187.621358302908	208.936863688181	152.151474806066	189.246350825981	156.36486538872	290.526009017062	283.598886380592	230.565707787089	237.146876391177	212.984812754669	241.08445280666	190.356052744061	196.626952277565	192.515497996909
SCCRO3	64.3515884375249	55.4184083243464	47.7569974144415	50.1943009669497	105.79914101295	51.5842854890624	114.046026462285	88.3844767852795	82.041785592952	88.534833852706	72.5054681718022	61.4846255480073	67.8191604918114	87.308236272501	54.7808327633482
Sans	2.89220622191123	5.34153333246712	2.98481233840259	1.56857190521718	4.4703862399838	8.06004460766599	11.6543384705985	9.22272801237699	12.7306219023546	11.0668542315883	3.02106117382509	4.854049385369	6.16537822652831	3.66841328876054	6.26066660152551
CG13321	33.2603715519791	30.7138166616859	28.0572359809844	40.7828695356466	44.703862399838	41.9122319598632	33.2981099159956	8.45416734467891	14.1451354470607	26.876645991	24.1684893906007	19.416197541476	33.1389079675896	33.749402256597	29.7381663572462
Drl-2	0.723051555477807	0	0	0	2.98025749332253	0	0	0	0	0	0	0	0	1.46736531550422	0
CG3955	0	0	0.596962467680518	0	0	0	0	0	0	0	0	0	0	0	0
CG13326	1.44610311095561	2.00307499967517	0	0	0	0	4.16226373949945	0	0	0	0	0	0	0	0
GLaz	182.932043535885	166.255224973039	205.952051349779	227.442926256491	150.503003412788	199.889106270117	352.959965109553	328.175405107081	321.80183142063	298.805064252883	351.953626750623	378.615852058782	257.404540957557	245.050007689204	280.164830418267
FLASH	96.1658568785484	100.153749983759	93.1261449581609	98.8200300286822	90.8978535463373	83.8244639197263	80.7479165462893	86.0787947821853	79.2127585035398	107.506583964	102.716079910053	93.8449547838007	100.958068459401	94.6450628500221	86.0841657709758
AQP	64.3515884375249	54.0830249912296	53.7266220912466	59.6057323982527	37.2532186665317	61.2563390182615	89.9048967731881	102.218568803845	66.4821366011852	172.326730177589	182.774201016418	189.307926029391	113.288824912458	107.117668031808	121.300415404557
CG4627	15.9071342205118	22.7015166629853	26.2663485779428	28.2342942939092	8.9407724799676	19.3441070583984	23.3086769411969	26.8996233694329	24.7539870323562	20.5527292872353	16.615836456038	19.416197541476	23.8908406277972	12.4726051817859	18.7819998045765
CG4630	49.8905573279687	28.0430499954524	34.6238231254701	112.937177175637	99.8386260263049	103.168570978125	59.1041451008922	52.2621254034696	56.5805417882427	99.6016880842943	84.5897128671025	150.475530946439	104.040757572665	90.2429669035094	122.865582054938
CG4646	144.610311095561	152.901391641871	158.195053935337	180.385769099975	178.815449599352	228.905266857714	98.229424252187	75.3189454344121	107.503029397661	120.15441737153	99.695018736228	153.711563870018	147.198405158363	136.464974341892	185.472248070193
Pex13	488.782851502998	413.301141599643	413.694990102599	319.988668664304	332.298710505463	357.86598058037	497.806743244134	549.520877404129	478.812834883004	475.874731958295	451.648645486851	470.842790380793	389.189500549599	382.982347346601	401.465245822823
fsd	44.8291964396241	52.0799499915544	48.353959882122	47.0571571565153	40.2334761598542	35.4641962737304	42.4550901428944	46.882200729583	49.5079740647124	47.4293752782354	60.4212234765018	63.102642009797	46.2403366989623	49.1567380693913	47.737582836632
Qsox1	8411.25874487333	7044.81477385757	7079.37790422327	9452.21430083871	10728.9269759611	11184.1178975973	10126.7876782022	11539.9384254867	9806.82240544717	10562.521874463	11031.4048762223	10863.3625244558	9792.9326405619	10640.5995853788	10683.8275555033
CG4676	5.78441244382246	9.34768333181746	7.16354961216622	4.70571571565153	2.98025749332253	4.8360267645996	4.16226373949945	3.07424267079233	6.36531095117731	4.74293752782354	6.04212234765018	1.61801646178967	4.62403366989623	4.40209594651265	3.13033330076275
CG4679	101.227217766893	110.836816648693	151.628466790852	125.485752417374	95.3682397863211	93.4965174489255	113.213573714385	123.738267499391	130.842502885311	140.707146658765	96.6739575624029	127.823300481384	130.24361503541	93.9113801922699	107.213915551124
